ACC,MAD,Model,nLayers,lr,dropout,parameters
0.607,0,GCNII_TSC,2,0.01,0.6,{'data': 'cora', 'model': 'GCNII_TSC', 'hid': 64, 'lr': 0.01, 'dropout': 0.6, 'epochs': 100, 'wightDecay': 0.0005, 'nlayer': 2, 'cuda': True, 'seed': 30, 'alpha': 0.1, 'lam': 0.5, 'variant': False, 'wd1': 0.01, 'wd2': 0.0005, 'head': 8, 'al': 0.2, 'lamda': 0.2, 'tau': 0.4, 'k': 1}
